	0
2011Jan14_03	35
2011Jan14_04	11
2011Jan14_05	14
2011Jan14_06	7
2011Jan14_07	7
2011Jan14_08	8
2011Jan14_09	9
2011Jan14_10	12
2011Jan14_11	11
2011Jan14_12	12
2011Jan14_13	20
2011Jan14_14	23
2011Jan14_15	12
2011Jan14_16	27
2011Jan14_17	25
2011Jan14_18	37
2011Jan14_19	30
2011Jan14_20	14
2011Jan14_21	23
2011Jan14_22	22
2011Jan14_23	12
2011Jan15_00	22
2011Jan15_01	19
2011Jan15_02	22
2011Jan15_03	19
2011Jan15_04	18
2011Jan15_05	21
2011Jan15_06	13
2011Jan15_07	6
2011Jan15_08	7
2011Jan15_09	11
2011Jan15_10	10
2011Jan15_11	12
2011Jan15_12	10
2011Jan15_13	15
2011Jan15_14	15
2011Jan15_15	22
2011Jan15_16	20
2011Jan15_17	18
2011Jan15_18	30
2011Jan15_19	26
2011Jan15_20	26
2011Jan15_21	24
2011Jan15_22	16
2011Jan15_23	30
2011Jan16_00	30
2011Jan16_01	21
2011Jan16_02	26
2011Jan16_03	19
2011Jan16_04	18
2011Jan16_05	18
2011Jan16_06	17
2011Jan16_07	15
2011Jan16_08	9
2011Jan16_09	9
2011Jan16_10	10
2011Jan16_11	16
2011Jan16_12	20
2011Jan16_13	24
2011Jan16_14	12
2011Jan16_15	18
2011Jan16_16	37
2011Jan16_17	27
2011Jan16_18	29
2011Jan16_19	21
2011Jan16_20	26
2011Jan16_21	29
2011Jan16_22	39
2011Jan16_23	23
2011Jan17_00	30
2011Jan17_01	25
2011Jan17_02	35
2011Jan17_03	34
2011Jan17_04	17
2011Jan17_05	16
2011Jan17_06	29
2011Jan17_07	20
2011Jan17_08	16
2011Jan17_09	24
2011Jan17_10	12
2011Jan17_11	19
2011Jan17_12	15
2011Jan17_13	43
2011Jan17_14	27
2011Jan17_15	43
2011Jan17_16	38
2011Jan17_17	43
2011Jan17_18	35
2011Jan17_19	46
2011Jan17_20	40
2011Jan17_21	46
2011Jan17_22	43
2011Jan17_23	44
2011Jan18_00	45
2011Jan18_01	44
2011Jan18_02	38
2011Jan18_03	25
2011Jan18_04	32
2011Jan18_05	25
2011Jan18_06	10
2011Jan18_07	13
2011Jan18_08	10
2011Jan18_09	27
2011Jan18_10	7
2011Jan18_11	28
2011Jan18_12	23
2011Jan18_13	47
2011Jan18_14	46
2011Jan18_15	39
2011Jan18_16	46
2011Jan18_17	65
2011Jan18_18	42
2011Jan18_19	48
2011Jan18_20	33
2011Jan18_21	42
2011Jan18_22	47
2011Jan18_23	48
2011Jan19_00	68
2011Jan19_01	53
2011Jan19_02	50
2011Jan19_03	32
2011Jan19_04	29
2011Jan19_05	55
2011Jan19_06	21
2011Jan19_07	14
2011Jan19_08	16
2011Jan19_09	25
2011Jan19_10	29
2011Jan19_11	31
2011Jan19_12	62
2011Jan19_13	39
2011Jan19_14	53
2011Jan19_15	50
2011Jan19_16	61
2011Jan19_17	66
2011Jan19_18	66
2011Jan19_19	69
2011Jan19_20	60
2011Jan19_21	62
2011Jan19_22	98
2011Jan19_23	95
2011Jan20_00	83
2011Jan20_01	72
2011Jan20_02	60
2011Jan20_03	50
2011Jan20_04	57
2011Jan20_05	38
2011Jan20_06	16
2011Jan20_07	32
2011Jan20_08	26
2011Jan20_09	31
2011Jan20_10	33
2011Jan20_11	39
2011Jan20_12	75
2011Jan20_13	52
2011Jan20_14	69
2011Jan20_15	79
2011Jan20_16	79
2011Jan20_17	95
2011Jan20_18	110
2011Jan20_19	83
2011Jan20_20	77
2011Jan20_21	74
2011Jan20_22	72
2011Jan20_23	106
2011Jan21_00	101
2011Jan21_01	111
2011Jan21_02	101
2011Jan21_03	94
2011Jan21_04	63
2011Jan21_05	45
2011Jan21_06	28
2011Jan21_07	40
2011Jan21_08	33
2011Jan21_09	35
2011Jan21_10	48
2011Jan21_11	50
2011Jan21_12	76
2011Jan21_13	119
2011Jan21_14	123
2011Jan21_15	141
2011Jan21_16	127
2011Jan21_17	157
2011Jan21_18	187
2011Jan21_19	148
2011Jan21_20	136
2011Jan21_21	165
2011Jan21_22	166
2011Jan21_23	204
2011Jan22_00	159
2011Jan22_01	181
2011Jan22_02	158
2011Jan22_03	144
2011Jan22_04	139
2011Jan22_05	122
2011Jan22_06	85
2011Jan22_07	74
2011Jan22_08	79
2011Jan22_09	107
2011Jan22_10	75
2011Jan22_11	102
2011Jan22_12	126
2011Jan22_13	168
2011Jan22_14	262
2011Jan22_15	277
2011Jan22_16	302
2011Jan22_17	268
2011Jan22_18	327
2011Jan22_19	381
2011Jan22_20	405
2011Jan22_21	488
2011Jan22_22	634
2011Jan22_23	942
2011Jan23_00	32171
2011Jan23_01	33516
2011Jan23_02	34909
2011Jan23_03	34371
2011Jan23_04	32769
2011Jan23_05	29480
2011Jan23_06	26179
2011Jan23_07	23402
2011Jan23_08	22801
2011Jan23_09	22395
2011Jan23_10	22992
2011Jan23_11	25589
2011Jan23_12	29042
2011Jan23_13	33299
2011Jan23_14	36473
2011Jan23_15	36914
2011Jan23_16	34103
2011Jan23_17	32222
2011Jan23_18	30632
2011Jan23_19	30917
2011Jan23_20	32049
2011Jan23_21	32464
2011Jan23_22	35612
2011Jan23_23	37342
2011Jan24_00	34938
2011Jan24_01	36831
2011Jan24_02	38219
2011Jan24_03	36184
2011Jan24_04	31255
2011Jan24_05	26673
2011Jan24_06	23356
2011Jan24_07	21174
2011Jan24_08	20985
2011Jan24_09	21994
2011Jan24_10	23899
2011Jan24_11	27479
2011Jan24_12	32458
2011Jan24_13	37295
2011Jan24_14	40592
2011Jan24_15	40589
2011Jan24_16	38545
2011Jan24_17	34727
2011Jan24_18	32705
2011Jan24_19	31849
2011Jan24_20	32166
2011Jan24_21	34294
2011Jan24_22	35834
2011Jan24_23	37044
2011Jan25_00	36749
2011Jan25_01	36894
2011Jan25_02	37528
2011Jan25_03	35564
2011Jan25_04	31166
2011Jan25_05	27003
2011Jan25_06	23077
2011Jan25_07	21427
2011Jan25_08	21108
2011Jan25_09	22276
2011Jan25_10	23821
2011Jan25_11	28079
2011Jan25_12	33225
2011Jan25_13	42180
2011Jan25_14	45088
2011Jan25_15	48841
2011Jan25_16	45092
2011Jan25_17	36315
2011Jan25_18	33518
2011Jan25_19	33126
2011Jan25_20	32195
2011Jan25_21	34622
2011Jan25_22	35930
2011Jan25_23	36693
2011Jan26_00	36829
2011Jan26_01	38498
2011Jan26_02	41792
2011Jan26_03	41405
2011Jan26_04	32562
2011Jan26_05	26829
2011Jan26_06	23057
2011Jan26_07	21465
2011Jan26_08	21258
2011Jan26_09	22195
2011Jan26_10	24406
2011Jan26_11	27716
2011Jan26_12	33172
2011Jan26_13	38887
2011Jan26_14	42340
2011Jan26_15	42390
2011Jan26_16	39765
2011Jan26_17	36455
2011Jan26_18	34503
2011Jan26_19	32946
2011Jan26_20	33654
2011Jan26_21	35376
2011Jan26_22	37478
2011Jan26_23	38600
2011Jan27_00	38527
2011Jan27_01	37975
2011Jan27_02	32745
2011Jan27_03	36254
2011Jan27_04	32306
2011Jan27_05	27392
2011Jan27_06	26145
2011Jan27_07	24131
2011Jan27_08	22306
2011Jan27_09	22872
2011Jan27_10	25551
2011Jan27_11	29093
2011Jan27_12	34371
2011Jan27_13	39890
2011Jan27_14	42511
2011Jan27_15	42525
2011Jan27_16	40419
2011Jan27_17	36799
2011Jan27_18	34647
2011Jan27_19	29695
2011Jan27_20	33255
2011Jan27_21	34798
2011Jan27_22	37323
2011Jan27_23	38846
2011Jan28_00	38759
2011Jan28_01	38914
2011Jan28_02	38804
2011Jan28_03	39354
2011Jan28_04	33389
2011Jan28_05	28333
2011Jan28_06	25145
2011Jan28_07	22822
2011Jan28_08	22536
2011Jan28_09	23466
2011Jan28_10	25253
2011Jan28_11	29759
2011Jan28_12	34616
2011Jan28_13	39275
2011Jan28_14	43306
2011Jan28_15	43698
2011Jan28_16	41799
2011Jan28_17	39143
2011Jan28_18	31897
2011Jan28_19	31952
2011Jan28_20	31953
2011Jan28_21	32802
2011Jan28_22	34744
2011Jan28_23	34068
2011Jan29_00	34845
2011Jan29_01	35917
2011Jan29_02	36412
2011Jan29_03	35412
2011Jan29_04	32386
2011Jan29_05	28772
2011Jan29_06	25118
2011Jan29_07	22647
2011Jan29_08	22300
2011Jan29_09	22475
2011Jan29_10	23022
2011Jan29_11	26143
2011Jan29_12	29942
2011Jan29_13	34417
2011Jan29_14	39054
2011Jan29_15	42686
2011Jan29_16	42820
2011Jan29_17	47178
2011Jan29_18	33831
2011Jan29_19	30162
2011Jan29_20	28924
2011Jan29_21	28391
2011Jan29_22	29261
2011Jan29_23	32462
2011Jan30_00	32735
2011Jan30_01	33776
2011Jan30_02	35410
2011Jan30_03	34954
2011Jan30_04	33652
2011Jan30_05	30337
2011Jan30_06	26575
2011Jan30_07	23661
2011Jan30_08	23243
2011Jan30_09	22973
2011Jan30_10	24289
2011Jan30_11	26767
2011Jan30_12	29942
2011Jan30_13	34065
2011Jan30_14	37832
2011Jan30_15	38583
2011Jan30_16	35821
2011Jan30_17	33279
2011Jan30_18	32275
2011Jan30_19	32379
2011Jan30_20	32252
2011Jan30_21	32744
2011Jan30_22	35077
2011Jan30_23	35837
2011Jan31_00	35507
2011Jan31_01	38729
2011Jan31_02	38587
2011Jan31_03	37065
2011Jan31_04	32264
2011Jan31_05	26899
2011Jan31_06	23471
2011Jan31_07	21486
2011Jan31_08	21867
2011Jan31_09	22659
2011Jan31_10	24920
2011Jan31_11	28727
2011Jan31_12	34040
2011Jan31_13	39029
2011Jan31_14	40180
2011Jan31_15	39340
2011Jan31_16	37700
2011Jan31_17	36071
2011Jan31_18	34013
2011Jan31_19	33257
2011Jan31_20	33601
2011Jan31_21	35350
2011Jan31_22	36717
2011Jan31_23	38475
